"k","variable","subject","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
7,"params[25,5]",25,"eta",0.143892317520214,0.218233203919153,0.26242378,-0.1840885905,0.469328954,0.0743408863989393,0.0743408863989393,TRUE,1.00623684432189,735.153331664071,1337.85450135321
7,"params[26,5]",26,"eta",-0.547937342166922,-0.451962384069583,-0.44613704,-0.608878762,-0.3130280125,0.095974958097339,0.095974958097339,TRUE,1.00014663931567,13180.3933590664,9585.77760587043
8,"params[1,1]",1,"alpha",3.35962480879904,3.52509419569167,3.51239775,2.630713445,4.4829981,0.165469386892623,0.165469386892623,TRUE,0.999902010635321,12513.7331639068,9238.69145887124
8,"params[2,1]",2,"alpha",2.66799561484471,2.4868908788825,2.4735324,1.826277215,3.20153768,-0.181104735962205,0.181104735962205,TRUE,1.00027787687778,17228.4111321629,8532.48560708033
8,"params[3,1]",3,"alpha",3.14747794312822,2.87767334275833,2.8568507,2.105628015,3.73790482,-0.269804600369882,0.269804600369882,TRUE,1.00033139501652,18059.9258689964,9359.0974769249
8,"params[4,1]",4,"alpha",2.59756094943612,2.7447556061,2.72899755,2.04808454,3.5005952,0.147194656663884,0.147194656663884,TRUE,1.00055940664455,20476.5229688368,9796.09797863218
8,"params[5,1]",5,"alpha",2.60825341251808,3.44309135075833,3.4165803,2.619485165,4.33487911,0.83483793824025,0.83483793824025,FALSE,1.00016119465595,16500.8263253214,9142.22861077629
8,"params[6,1]",6,"alpha",4.88291018923372,4.43479221986667,4.4408033,3.519766585,5.319679775,-0.448117969367051,0.448117969367051,TRUE,1.00036743635231,11328.4919223533,8367.60426628029
8,"params[7,1]",7,"alpha",3.06689055840686,3.882286633525,3.8689479,2.98677564,4.81042964,0.815396075118145,0.815396075118145,TRUE,1.00069253949846,13969.4455949154,8667.41993007783
8,"params[8,1]",8,"alpha",2.91600490713177,2.2765159710575,2.2626525,1.58955335,3.00409785,-0.639488936074272,0.639488936074272,TRUE,1.000185827378,14756.8519127722,9223.49462173039
8,"params[9,1]",9,"alpha",2.99185982953527,2.85968818809167,2.83719195,2.072321175,3.722415975,-0.132171641443602,0.132171641443602,TRUE,1.00047713701629,14948.534440975,9346.77806916167
8,"params[10,1]",10,"alpha",3.31829588628213,3.42102810594167,3.4015862,2.604827015,4.29852819,0.102732219659535,0.102732219659535,TRUE,1.00008186328323,18764.0719749494,8771.28239973345
8,"params[11,1]",11,"alpha",2.91236491849744,3.0022294367,2.9838612,2.27076401,3.7868438,0.0898645182025573,0.0898645182025573,TRUE,1.00004630669745,17177.7694855511,8606.50613858214
8,"params[12,1]",12,"alpha",3.85923446034984,3.04427308964167,3.0233227,2.23429461,3.912643955,-0.81496137070817,0.81496137070817,TRUE,1.00015750354421,17112.3360705796,8705.26142145385
8,"params[13,1]",13,"alpha",3.166316750486,3.6686938337,3.6538309,2.807916015,4.584132625,0.502377083213998,0.502377083213998,TRUE,1.00005841011236,16035.9302628764,9595.41673075523
8,"params[14,1]",14,"alpha",2.60117722609094,2.33928841983333,2.32599885,1.70022926,3.02500103,-0.261888806257609,0.261888806257609,TRUE,1.00006978664854,17618.4217506288,9050.79048106451
8,"params[15,1]",15,"alpha",2.98722762227191,3.0853357981,3.0615375,2.31730499,3.918611245,0.0981081758280928,0.0981081758280928,TRUE,0.999983735543584,20762.4235417499,9294.9269922241
8,"params[16,1]",16,"alpha",2.25568539735632,2.30805765488417,2.29165935,1.61376543,3.078412955,0.0523722575278507,0.0523722575278507,TRUE,1.00079772175939,15491.6556120854,8921.80683641164
8,"params[17,1]",17,"alpha",2.01256015349773,2.17461699602417,2.15520145,1.510587875,2.90588338,0.162056842526435,0.162056842526435,TRUE,1.00040761807992,13774.7903898688,9933.69128957633
8,"params[18,1]",18,"alpha",3.63344589845229,3.46805042831667,3.45353755,2.647509455,4.32781889,-0.165395470135626,0.165395470135626,TRUE,0.999991458131757,18347.6141564096,9623.31005233435
