"k","variable","param","simulated","estimated","median","q5","q95","bias","abs_bias","covered_90","rhat","ess_bulk","ess_tail"
219,"mu_lambda","lambda",0.0191,0.0141334942492678,0.01385067,0.003358815105,0.0258259563,-0.00496650575073221,0.00496650575073221,TRUE,1.00074075628566,8865.48270585104,4667.68426980797
219,"mu_delta","delta",1.78,1.63658024524167,1.63261255,1.526180295,1.761323075,-0.143419754758333,0.143419754758333,FALSE,0.999878619975673,7165.55127392572,5834.48349003037
219,"mu_eta","eta",0.278,0.225507936706216,0.225695555,0.1005766685,0.350841586,-0.0524920632937842,0.0524920632937842,TRUE,1.0001947994052,5193.99075265353,7486.80205834447
220,"mu_alpha","alpha",2.95,2.75662080279167,2.75225445,2.42437455,3.10943011,-0.193379197208333,0.193379197208333,TRUE,1.00150047864513,4013.09995085769,5934.75061681553
220,"mu_beta","beta",0.405,0.409192861476667,0.408370945,0.3186370375,0.5025702505,0.00419286147666664,0.00419286147666664,TRUE,1.00032628928348,3719.41966745701,5876.24342854575
220,"mu_lambda","lambda",0.0191,0.0237257294519417,0.0237293305,0.00826314184,0.03907980365,0.00462572945194167,0.00462572945194167,TRUE,0.999911586678997,7777.3257048759,4760.04815339283
220,"mu_delta","delta",1.78,1.807128862575,1.80487325,1.69541947,1.92862164,0.0271288625749999,0.0271288625749999,TRUE,1.00026166355124,4652.62873247314,3119.51475973233
220,"mu_eta","eta",0.278,0.218078840595558,0.216772845,0.105159639,0.337766974,-0.0599211594044417,0.0599211594044417,TRUE,1.00144152870798,3208.97309966227,4836.30742269999
221,"mu_alpha","alpha",4.12,3.97604787268333,3.9661679,3.680513015,4.302835575,-0.143952127316667,0.143952127316667,TRUE,1.00014436441148,9752.3941724442,8043.05354676054
221,"mu_beta","beta",0.405,0.436190385740833,0.435097275,0.34542307,0.531439043,0.0311903857408333,0.0311903857408333,TRUE,1.0005635779403,4737.43742613019,5392.88562995404
221,"mu_lambda","lambda",0.0191,0.0173625201345102,0.017230961,0.004520307565,0.0304423592,-0.00173747986548979,0.00173747986548979,TRUE,1.00062576090605,7640.36650575064,5916.35377422255
221,"mu_delta","delta",1.78,1.82600659296667,1.82383115,1.72002078,1.94027804,0.0460065929666666,0.0460065929666666,TRUE,1.00066576040645,5345.07711794602,4083.6592440739
221,"mu_eta","eta",0.278,0.276269140797317,0.273931735,0.1689782715,0.39129735,-0.00173085920268334,0.00173085920268334,TRUE,1.00052470277403,3120.46170973073,4746.4967334603
222,"mu_alpha","alpha",5.25,5.29861466894167,5.28808755,4.96230373,5.66528614,0.0486146689416671,0.0486146689416671,TRUE,1.00003490014822,10044.603072853,5410.29127986361
222,"mu_beta","beta",0.405,0.3701012690275,0.36847549,0.271382966,0.4723242245,-0.0348987309725,0.0348987309725,TRUE,1.00014950049955,7042.74974759354,8313.81601405334
222,"mu_lambda","lambda",0.0191,0.0197937571931846,0.0198797485,0.0081150531,0.03137912175,0.000693757193184576,0.000693757193184576,TRUE,0.999959962461844,9551.90664921626,5630.3439966993
222,"mu_delta","delta",1.78,1.89611338558333,1.9018613,1.7823585,1.98825969,0.116113385583333,0.116113385583333,FALSE,1.00021582958742,7394.01555579718,6766.29186502341
